Source,Target
write a recursive python function that takes either a list or tuple as input and reverses the order of its elements,'\ndef reverse(seq) : \n\tSeqType = type(seq)\n\temptySeq = SeqType()\n\tif seq == emptySeq : \n\t\treturn emptySeq\n\trestrev = reverse(seq[1 : ])\n\tfirst = seq[0 : 1]\n\tresult = restrev + first\n\treturn result'
write a python function that returns the square of a given input number,'\ndef square(x) : \n\treturn x**2'
write a python function that performs selection sort on the given list or tuple or string and returns the new sorted sequence,"'\ndef selection_sort(list_to_be_sorted) : \n\tsorted_list = list_to_be_sorted[ : ]\n\tfor i in range(len(sorted_list)) : \n\t\tnew_min = sorted_list[i]\n\t\tnew_min_old_place = i\n\t\tfor j in range(i+1, len(sorted_list)) : \n\t\t\tif new_min > sorted_list[j] : \n\t\t\t\tnew_min = sorted_list[j]\n\t\t\t\tnew_min_old_place = j\n\t\told_val = sorted_list[i]\n\t\tsorted_list[i] = new_min\n\t\tsorted_list[new_min_old_place] = old_val\n\treturn sorted_list'"
write a python program that asks for user input and prints the given input,"'\na = input(""User Input"")\nprint(a)'"
write a python function shifts and scales all numbers in the given list by the given mean and standard deviation,"'\ndef shift_and_scale(list_of_nums, mean, std) : \n\treturn [ (x-mean) / std for x in list_of_nums ]'"
write a python function that takes in a list of sequences and zips each corresponding element from the list into a tuple and returns the list of such tuples,'\ndef zip_(list_of_seq) : \n\treturn list(zip(*list_of_seq))'
write a python program that asks user to guess a number between 1 and 5 and guess it within 3 guesses,"'\nprint(""Please guess a number between 1 and 5 and I will guess within 3 chances!"")\nguess1 = input(""Is it <= 3? enter y/n \\n"")\nif guess1 == ""y"" : \n\tguess2 = input(""Is it <= 2? enter y/n \\n"")\n\tif guess2 == ""y"" : \n\t\tguess3 = input(""Is it 1? enter y/n \\n"")\n\t\tif guess3 == ""y"" : \n\t\t\tprint(""Yay! found the number, its 1"")\n\t\telse : \n\t\t\tprint(""Yay! found the number, its 2"")\n\telse : \n\t\tprint(""Yay! found the number, its 3"")\nelse : \n\tguess2 = input(""Is it 4? enter y/n \\n"")\n\tif guess2 == ""y"" : \n\t\tprint(""Yay! found the number, its 4"")\n\telse : \n\t\tprint(""Yay! found the number, its 5"")'"
write python program that would merge two dictionaries by adding the second one into the first,"'\na = {""a"" :  1, ""b"" :  3}\nb = {""c"" :  1, ""d"" :  3}\na.update(b)'"
write a python function that would reverse the given string,'\ndef reverse_string(str_to_be_reversed) : \n\treturn str_to_be_reversed[ :  : -1]'
"write a python program that would print ""Hello World""","'\nprint(""Hello World"")'"
write a python program that would swap variable values,"'\na = 10\nb = 15\na, b = b, a'"
write a python program that iterates over a dictionary and prints its keys and values,"'\na = {""a"" : 1, ""b"" : 2, ""c"" : 3, ""d"" : 4}\nfor k, v in a.items() : \n\tprint(k, v)'"
write a python function that would print the ASCII value of a given character,'\ndef print_ascii(char) : \n\tprint(ord(char))'
write a python function that takes in two numbers and returns their HCF,"'\ndef hcf(num1, num2) : \n\tsmaller = num1 if num1 < num2 else num2\n\tfor i in range(1, smaller+1) : \n\t\tif (num1 % i == 0) and (num2 % i == 0) : \n\t\t\thcf = i\n\treturn hcf'"
write a python function that takes in two numbers and returns their LCM,"'\ndef lcm(num1, num2) : \n\tbigger = num1 if num1 > num2 else num2\n\twhile True : \n\t\tif (bigger % num1 == 0) and (bigger % num2 == 0) : \n\t\t\tbreak\n\t\tbigger += 1\n\treturn bigger'"
"write a recursive python function to calculate sum of natural numbers upto n, where n is an argument",'\ndef recursive_sum(n) : \n\tif n <= 1 : \n\t\treturn n\n\telse : \n\t\treturn n + recursive_sum(n-1)'
write a python function that deletes the last element of a list and returns the list and the deleted element,"'\ndef delete_last_element(list_to_be_processed) : \n\tdeleted_element = list_to_be_processed.pop()\n\treturn list_to_be_processed, deleted_element'"
write a python function that takes in a list and returns a list containing the squares of the elements of the input list,"'\ndef square_list_elements(list_to_be_squared) : \n\treturn list( map(lambda x :  x**2, list_to_be_squared) )'"
"write a python function that finds square roots of a given number, if the square root is an integer, else returns the message ""Error - the square root is not an integer""","'\ndef find_integer_square_roots(num) : \n\tfound = False\n\tfor k in range(1, (num//2)+1) : \n\t\tif ((k**2)==num) : \n\t\t\tfound = True\n\t\t\tbreak\n\tif not found : \n\t\treturn ""Error - the square root is not an integer""\n\treturn -k, k'"
write a python program that prints out natural numbers less than or equal to the given number using a while loop,'\ninput_num = 27\nwhile input_num : \n\tprint(input_num)\n\tinput_num -= 1'
"write a python function that takes two numbers. The function divides the first number by the second and returns the answer. The function returns None, if the second number is 0","'\ndef divide(num1, num2) : \n\tif num2 == 0 : \n\t\treturn\n\telse : \n\t\treturn num1 / num2'"
write a python program uses else with for loop,"'\nseq = ""abcde""\nfor k in seq : \n\tif k == ""f"" : \n\t\tbreak\nelse : \n\tprint(""f Not Found!"")'"
write a recursive python function that performs merge sort on the given list or tuple or string and returns the new sorted sequence,"'\ndef sort_and_merge(l1, l2) : \n\tnew_list = []\n\ti = 0\n\tj = 0\n\tl1_len = len(l1)\n\tl2_len = len(l2)\n\twhile (i <= l1_len-1) and (j <= l2_len-1) : \n\t\tif l1[i] < l2[j] : \n\t\t\tnew_list.append(l1[i])\n\t\t\ti +=1\n\t\telse : \n\t\t\tnew_list.append(l2[j])\n\t\t\tj +=1\n\tif i <= (l1_len-1) : \n\t\tnew_list += l1[i : ]\n\tif j <= (l2_len-1) : \n\t\tnew_list += l2[j : ]\n\treturn new_list\ndef recursive_merge_sort(list_to_be_sorted) : \n\tfinal_list = []\n\tfirst = 0\n\tlast = len(list_to_be_sorted)\n\tif last <= 1 : \n\t\tfinal_list.extend( list_to_be_sorted )\n\telse : \n\t\tmid = last // 2\n\t\tl1 = recursive_merge_sort( list_to_be_sorted[ : mid] )\n\t\tl2 = recursive_merge_sort( list_to_be_sorted[mid : ] )\n\t\tfinal_list.extend( sort_and_merge( l1, l2 ) )\n\treturn final_list'"
Write a function to return the mean of numbers in a list,'\ndef cal_mean(num_list : list)->float : \n\tif num_list : \n\t\treturn sum(num_list)/len(num_list)\n\telse : \n\t\treturn None'
Write a function to return the median of numbers in a list,'\ndef cal_median(num_list : list)->float : \n\tif num_list : \n\t\tif len(num_list)%2 != 0 : \n\t\t\treturn sorted(num_list)[int(len(num_list)/2) - 1]\n\t\telse : \n\t\t\treturn (sorted(num_list)[int(len(num_list)/2) - 1] + sorted(num_list)[int(len(num_list)/2)])/2\n\telse : \n\t\treturn None'
Write a function to return the area of triangle by heros formula,"'\ndef cal_triangle_area(a : float,b : float,c : float)->float : \n\tif a or b or c : \n\t\ts = (a+b+c)/2\n\t\tif s>a and s>b and s>c : \n\t\t\tarea = (s*(s-a)*(s-b)*(s-c))**(1/2)\n\t\t\treturn round(area,2)\n\t\telse : \n\t\t\treturn None\n\treturn None'"
Write a function to return the area of a equilateral triangle,'\ndef cal_eq_triangle_area(a : float)->float : \n\tif a : \n\t\treturn (3**(1/2))*(a**2)/4\n\telse : \n\t\treturn None'
Write a function to return the area of a right angle triangle,"'\ndef cal_rt_triangle_area(base : float,height : float)->float : \n\tif base and height : \n\t\treturn (base*height)/2\n\telse : \n\t\treturn None'"
Write a function to return the cartisian distance of a point from origin,"'\ndef cal_dist_from_orign(x : float,y : float)->float : \n\treturn (x**2+y**2)**(1/2)'"
Write a function to return the cartisian distance between two points,"'\ndef cal_cart_distance(x1 : float,y1 : float,x2 : float,y2 : float)->float : \n\treturn ((x1-x2)**2+(y1-y2)**2)**(1/2)'"
Write a function to return the type roots of a quadratic equation ax**2 + bx + c = 0,"""\ndef root_type(a : float,b : float,c : float) : \n\tif b**2-4*a*c >= 0 : \n\t\treturn 'real'\n\telse : \n\t\treturn 'imaginary'"""
Write a function to return the sum of the roots of a quadratic equation ax**2 + bx + c = 0,"'\ndef sum_of_roots(a : float,c : float) : \n\tif a : \n\t\treturn c/a\n\telse : \n\t\treturn None'"
Write a function to return the product of the roots of a quadratic equation ax**2 + bx + c = 0,"'\ndef prod_of_roots(a : float,b : float) : \n\tif a : \n\t\treturn -b/a\n\telse : \n\t\treturn None'"
Write a function to return the real of the roots of a quadratic equation else return None ax**2 + bx + c = 0,"'\ndef roots_of_qad_eq(a : float,b : float,c : float) : \n\td = b**2-4*a*c\n\tif d >= 0 : \n\t\treturn (-b+(d)**(1/2))/2*a,(-b-(d)**(1/2))/2*a\n\telse : \n\t\treturn None'"
Write a function to return the profit or loss based on cost price and selling price,"""\ndef find_profit_or_loss(cp,sp) : \n\tif cp > sp : \n\t\treturn 'loss', cp-sp\n\telif cp < sp : \n\t\treturn 'profit', sp-cp\n\telse : \n\t\treturn 'no profit or loss', 0"""
Write a function to return the area of a rectangle,"'\ndef cal_area_rect(length, breadth) : \n\treturn length*breadth'"
Write a function to return the area of a square,'\ndef cal_area_square(side) : \n\treturn side**2'
Write a function to return the area of a rhombus with diagonals q1 and q2,"'\ndef cal_area_rhombus(q1,q2) : \n\treturn (q1*q2)/2'"
Write a function to return the area of a trapezium with base a base b and height h between parallel sides,"'\ndef cal_area_trapezium(a,b,h) : \n\treturn h*(a+b)/2'"
Write a function to return the area of a circle of raidus r,'\ndef cal_area_circle(r) : \n\tpi = 3.14\n\treturn pi*r**2'
Write a function to return the circumference of a circle,'\ndef cal_circumference(r) : \n\tpi = 3.14\n\treturn 2*pi*r'
Write a function to return the perimeter of a rectangle,"'\ndef cal_perimeter_rect(length, bredth) : \n\treturn 2*(length+bredth)'"
Write a function to return the perimeter of a triangle,"'\ndef cal_perimeter_triangle(s1,s2,s3) : \n\treturn s1+s2+s3'"
Write a function to return the perimeter of a square,'\ndef cal_perimeter_square(side) : \n\treturn 4*side'
Write a function to return the perimeter of an equilateral triangle,'\ndef cal_perimeter_eq_triangle(a) : \n\treturn 3*a'
Write a function to return the perimeter of a isoscales triangle,"'\ndef cal_perimeter_iso_triangle(s1,s2) : \n\treturn 2*s1+s2'"
Write a function to return the area of an ellipse,"'\ndef cal_area_ellipse(minor, major) : \n\tpi = 3.14\n\treturn pi*(minor*major)'"
Write a function to return the lateral surface area of a cylinder,"'\ndef cal_cylinder_lat_surf_area(height,radius) : \n\tpi=3.14\n\treturn 2*pi*radius*height'"
Write a function to return the curved surface area of a cone,"'\ndef cal_cone_curved_surf_area(slant_height,radius) : \n\tpi=3.14\n\treturn pi*radius*slant_height'"
Write a function to return the total surface area of a cube of side a,'\ndef cal_surface_area_cube(a) : \n\treturn 6*(a**2)'
"Write a function to return the total surface area of a cuboid of length l, bredth b and height h","'\ndef cal_surface_area_cuboid(l,b,h) : \n\treturn 2*(l*b+b*h+h*l)'"
Write a function to return the surface area of a sphere,'\ndef cal_area_sphere(radius) : \n\tpi = 3.14\n\treturn 4*pi*(radius**2)'
Write a function to return the surface area of a hemi-sphere,'\ndef cal_area_hemisphere(radius) : \n\tpi = 3.14\n\treturn 2*pi*(radius**2)'
Write a function to return the total surface area of a cylinder,"'\ndef cal_cylinder_surf_area(height,radius) : \n\tpi=3.14\n\treturn 2*pi*radius**2*+2*pi*radius*height'"
Write a function to return the lateral surface area of a cone,"'\ndef cal_cone_lateral_surf_area(height,radius) : \n\tpi=3.14\n\treturn pi*radius*(((height**2)+(radius**2))**(1/2))'"
Write a function to return the volume of a cylinder,"'\ndef cal_cylinder_volume(height, radius) : \n\tpi=3.14\n\treturn pi*(radius**2)*height'"
Write a function to return the volume of a cone,"'\ndef cal_cone_volume(height,radius) : \n\tpi=3.14\n\treturn pi*(radius**2)*height/3'"
Write a function to return the volume of a hemi sphere,'\ndef cal_hemisphere_volume(radius : float)->float : \n\tpi=3.14\n\treturn (2/3)*pi*(radius**3)'
Write a function to return the volume of a sphere,'\ndef cal_sphere_volume(radius : float)->float : \n\tpi=3.14\n\treturn (4/3)*pi*(radius**3)'
Write a function to return the volume of a cuboid,"'\ndef cal_cuboid_volume(length : float, breadth : float, height : float)->float : \n\treturn length*breadth*height'"
Write a function to return the volume of a cube,'\ndef cal_cube_volume(side : float)->float : \n\treturn side**3'
Write a function to return the speed of moving object based of distance travelled in given time,"'\ndef cal_speed(distance : float,time : float)->float : \n\treturn distance/time'"
Write a function to return the distance covered by a moving object based on speend and given time,"'\ndef cal_distance(time : float,speed : float)->float : \n\treturn time*speed'"
Write a function to return the time taken by a given of moving object based of distance travelled in given time,"'\ndef cal_time(distance : float,speed : float)->float : \n\treturn distance/speed'"
Write a function to return the torque when a force f is applied at angle thea and distance for axis of rotation to place force applied is r,"'\ndef cal_torque(force : float,theta : float,r : float)->float : \n\timport math\n\treturn force*r*math.sin(theta)'"
Write a function to return the angualr veolcity based on augualr distance travelled in radian unit and time taken,"'\ndef cal_angular_velocity(angular_dist : float,time : float)->float : \n\treturn angular_dist/time'"
Write a function to calculate the focal length of a lense buy the distance of object and distance of image from lense,"'\ndef cal_focal_length_of_lense(u : float,v : float)->float : \n\treturn (u*v)/(u+v)'"
Write a function to calculate the gravitational force between two objects of mass m1 and m2 and distance of r between them,"'\ndef cal_gforce(mass1 : float,mass2 : float, distance : float)->float : \n\tg = 6.674*(10)**(-11)\n\treturn (g*mass1*mass2)/(distance**2)'"
Write a function to calculate the current in the curcit where the resistance is R and voltage is V,"'\ndef cal_current(resistance : float, voltage : float)->float : \n\treturn voltage/resistance'"
Write a function to calculate the total capacitance of capacitors in parallel in a given list,'\ndef cal_total_cap_in_parallel(cap_list : list)->float : \n\treturn sum(cap_list)'
Write a function to calculate the total resistance of resistances in parallel in a given list,'\ndef cal_total_res_in_parallel(res_list : list)->float : \n\treturn sum([1/r for r in res_list])'
Write a function to calculate the total resistance of resistances in series in a given list,'\ndef cal_total_res_in_series(res_list : list)->float : \n\treturn sum(res_list)'
Write a function to calculate the moment of inertia of a ring of mass M and radius R,"'\ndef cal_mi_ring(mass : float,radius : float)->float : \n\treturn mass*(radius**2)'"
Write a function to calculate the moment of inertia of a sphere of mass M and radius R,"'\ndef cal_mi_sphere(mass : float,radius : float)->float : \n\treturn (7/5)*mass*(radius**2)'"
